path,emotion,gender
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-01-01-02-02-13.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-01-01-01-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-01-01-02-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-01-02-01-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-01-02-02-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-02-01-01-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-02-01-02-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-02-02-01-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-02-02-02-02-13.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-01-01-01-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-01-01-02-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-01-02-01-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-01-02-02-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-02-01-01-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-02-01-02-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-02-02-01-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-03-02-02-02-13.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-01-01-01-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-01-01-02-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-01-02-01-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-01-02-02-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-02-01-01-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-02-01-02-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-02-02-01-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-04-02-02-02-13.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-01-01-01-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-01-01-02-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-01-02-01-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-01-02-02-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-02-01-01-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-02-01-02-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-02-02-01-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-05-02-02-02-13.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-01-01-01-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-01-01-02-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-01-02-01-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-01-02-02-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-02-01-01-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-02-01-02-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-02-02-01-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-06-02-02-02-13.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-01-01-01-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-01-01-02-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-01-02-01-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-01-02-02-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-02-01-01-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-02-01-02-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-02-02-01-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-07-02-02-02-13.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-01-01-01-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-01-01-02-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-01-02-01-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-01-02-02-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-02-01-01-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-02-01-02-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-02-02-01-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_13\03-01-08-02-02-02-13.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-01-01-01-01-14.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-01-01-01-02-14.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-01-01-02-01-14.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-01-01-02-02-14.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-01-01-01-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-01-01-02-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-01-02-01-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-01-02-02-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-02-01-01-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-02-01-02-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-02-02-01-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-02-02-02-02-14.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-01-01-01-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-01-01-02-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-01-02-01-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-01-02-02-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-02-01-01-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-02-01-02-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-02-02-01-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-03-02-02-02-14.wav,happy,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-01-01-01-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-01-01-02-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-01-02-01-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-01-02-02-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-02-01-01-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-02-01-02-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-02-02-01-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-04-02-02-02-14.wav,sad,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-01-01-01-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-01-01-02-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-01-02-01-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-01-02-02-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-02-01-01-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-02-01-02-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-02-02-01-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-05-02-02-02-14.wav,angry,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-01-01-01-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-01-01-02-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-01-02-01-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-01-02-02-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-02-01-01-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-02-01-02-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-02-02-01-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-06-02-02-02-14.wav,fearful,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-01-01-01-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-01-01-02-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-01-02-01-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-01-02-02-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-02-01-01-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-02-01-02-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-02-02-01-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-07-02-02-02-14.wav,disgust,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-01-01-01-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-01-01-02-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-01-02-01-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-01-02-02-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-02-01-01-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-02-01-02-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-02-02-01-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_14\03-01-08-02-02-02-14.wav,surprised,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-01-01-01-01-15.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-01-01-01-02-15.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-01-01-02-01-15.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-01-01-02-02-15.wav,neutral,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-01-01-01-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-01-01-02-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-01-02-01-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-01-02-02-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-02-01-01-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-02-01-02-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-02-02-01-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-02-02-02-02-15.wav,calm,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-01-01-01-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-01-01-02-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-01-02-01-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-01-02-02-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-02-01-01-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-02-01-02-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-02-02-01-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-03-02-02-02-15.wav,happy,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-01-01-01-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-01-01-02-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-01-02-01-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-01-02-02-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-02-01-01-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-02-01-02-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-02-02-01-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-04-02-02-02-15.wav,sad,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-01-01-01-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-01-01-02-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-01-02-01-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-01-02-02-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-02-01-01-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-02-01-02-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-02-02-01-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-05-02-02-02-15.wav,angry,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-01-01-01-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-01-01-02-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-01-02-01-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-01-02-02-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-02-01-01-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-02-01-02-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-02-02-01-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-06-02-02-02-15.wav,fearful,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-01-01-01-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-01-01-02-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-01-02-01-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-01-02-02-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-02-01-01-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-02-01-02-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-02-02-01-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-07-02-02-02-15.wav,disgust,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-01-01-01-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-01-01-02-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-01-02-01-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-01-02-02-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-02-01-01-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-02-01-02-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-02-02-01-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_15\03-01-08-02-02-02-15.wav,surprised,male
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-01-01-01-01-16.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-01-01-01-02-16.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-01-01-02-01-16.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-01-01-02-02-16.wav,neutral,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-01-01-01-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-01-01-02-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-01-02-01-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-01-02-02-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-02-01-01-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-02-01-02-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-02-02-01-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-02-02-02-02-16.wav,calm,female
C:/Users/Varun Mutalik Desai/Desktop/AI Club/data/ravdess-emotional-speech-audio\Actor_16\03-01-03-01-01-01-16.wav,happy,female
